movieid,title,mpaa_rating,budget,gross,release_date,genre,runtime,rating,rating_count,summary
315,Troy,R,175000000,497409852,2004-05-13,War,163,7.2,460689,"An adaptation of Homers great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved."
316,Spider-Man 2,PG-13,200000000,783766341,2004-06-25,Action,127,7.3,511447,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.
317,The 40 Year Old Virgin,R,26000000,109449237,2005-08-11,Comedy,116,7.7,500448,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother."
318,Walk the Line,PG-13,28000000,186438883,2005-09-13,Drama,136,7.8,218317,"A chronicle of country music legend Johnny Cashs life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
319,Wedding Crashers,R,40000000,285176741,2005-07-14,Comedy,119,6.9,318291,"John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary."
320,Flightplan,PG-13,55000000,223387299,2005-09-22,Thriller,98,6.3,145570,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane."
321,The Pacifier,PG,56000000,113006880,2005-03-04,Comedy,95,5.6,82064,"Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids house."
322,Hitch,PG-13,70000000,368100420,2005-02-10,Comedy,118,6.6,282005,"While helping his latest client woo the woman of his dreams, a professional date doctor finds that his game doesnt quite work on the gossip columnist with whom hes smitten."
323,Robots,PG,75000000,260696994,2005-03-10,Animation,91,6.3,124743,"In a robot world, a young idealistic inventor travels to the big city to join his inspirations company, only to find himself opposing its sinister new management."
324,Madagascar,PG,75000000,532680671,2005-05-25,Animation,86,6.9,340576,"A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild."
325,The Longest Yard,PG-13,82000000,190320568,2005-05-19,Drama,113,6.4,153016,Prison inmates form a football team to challenge the prison guards.
326,Fantastic Four,PG-13,100000000,330579719,2005-06-29,Action,106,5.7,300723,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom."
327,Fun with Dick and Jane,PG-13,100000000,202026112,2005-12-21,Comedy,90,6.1,126990,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet."
328,Mr. & Mrs. Smith,PG-13,110000000,478207520,2005-06-07,Comedy,120,6.7,150380,
329,Star Wars: Episode III - Revenge of the Sith,PG-13,113000000,850000000,2005-05-17,Science Fiction,140,7.5,653713,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy."
330,War of the Worlds,PG-13,132000000,591739379,2005-06-28,Science Fiction,116,6.5,394088,"As Earth is invaded by alien tripod fighting machines, one family fights for survival in this sci-fi action film."
331,Batman Begins,PG-13,150000000,374218673,2005-06-10,Action,140,8.2,1222163,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption."
332,Charlie and the Chocolate Factory,PG,150000000,474968763,2005-07-13,Family,115,6.6,397238,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the worlds most unusual candy maker."
333,Chicken Little,G,150000000,314432665,2005-11-04,Animation,81,5.7,80293,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion."
334,Harry Potter and the Goblet of Fire,PG-13,150000000,895921036,2005-11-05,Fantasy,157,7.7,500448,"A young wizard finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
335,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,180000000,748806957,2005-12-07,Fantasy,143,6.9,345525,Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.
336,King Kong,PG-13,207000000,550000000,2005-12-14,Adventure,187,7.2,372684,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives."
337,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,18000000,261572744,2006-11-01,Comedy,82,7.3,336918,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson."
338,The Devil Wears Prada,PG-13,35000000,326551094,2006-06-30,Comedy,109,6.9,346453,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine."
339,Scary Movie 4,PG-13,45000000,178262620,2006-04-13,Comedy,83,5,108367,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien Tr-iPods are invading the world and she has to uncover the secret in order to stop them."
340,The Break-Up,PG-13,52000000,204999686,2006-06-01,Romance,106,5.8,119027,"In a bid to keep their luxurious condo from their significant other, a couples break-up proceeds to get uglier and nastier by the moment."
341,The Pursuit of Happyness,PG-13,55000000,307077295,2006-12-14,Drama,117,8,414068,A struggling salesman takes custody of his son as hes poised to begin a life-changing professional career.
342,Dreamgirls,PG-13,70000000,154937680,2006-12-25,Drama,134,6.5,65268,"A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way."
343,Talladega Nights: The Ballad of Ricky Bobby,PG-13,72500000,162966177,2006-08-04,Comedy,116,6.6,157099,"Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobbys talent and devotion are put to the test."
344,Ice Age: The Meltdown,PG,80000000,660940780,2006-03-23,Animation,91,6.8,240160,"Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths."
345,Over the Hedge,PG,80000000,343397247,2006-04-22,Animation,83,6.7,150380,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself."
346,Click,PG-13,82500000,237681299,2006-06-22,Comedy,107,6.4,288262,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.
347,The Departed,R,90000000,289847354,2006-10-05,Drama,151,8.5,1101383,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
348,Happy Feet,PG,100000000,384335608,2006-11-16,Animation,108,6.4,160365,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
349,Night at the Museum,PG,110000000,574480841,2006-10-20,Family,108,6.4,292901,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.
350,Cars,G,120000000,461983149,2006-06-08,Animation,117,7.1,338715,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family."
351,The Da Vinci Code,PG-13,125000000,767820459,2006-05-17,Mystery,149,6.6,378434,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity."
352,Mission: Impossible III,PG-13,150000000,397850012,2006-05-03,Adventure,126,6.9,311936,IMF Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.
353,Casino Royale,PG-13,150000000,599045960,2006-11-14,Thriller,144,8,546930,"Armed with a license to kill, Secret Agent James Bond sets out on his first mission as 007, and must defeat a private banker to terrorists in a high stakes game of poker at Casino Royale, Montenegro, but things are not what they seem."
354,Pirates of the Caribbean: Dead Man's Chest,PG-13,200000000,1065659812,2006-06-20,Adventure,151,7.3,622392,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones service, as other friends and foes seek the heart for their own agenda as well."
355,X-Men: The Last Stand,PG-13,210000000,459359555,2006-05-24,Action,104,6.7,461302,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men."
356,Superman Returns,PG-13,270000000,391081192,2006-06-28,Action,154,6,262915,"Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world."
357,Juno,PG-13,7500000,231411584,2007-12-05,Comedy,96,7.4,471466,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child."
358,Knocked Up,R,30000000,219076518,2007-06-01,Comedy,129,6.9,335994,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him shes pregnant with his child."
359,Wild Hogs,PG-13,60000000,253625427,2007-03-02,Comedy,100,5.8,110340,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos."
360,300,R,60000000,454161935,2007-03-09,Action,155,8.1,681249,
361,Alvin and the Chipmunks,PG,60000000,361366633,2007-12-13,Family,92,5.2,71035,Three musical chipmunks are discovered by an aspiring songwriter and wants to become famous by using their amazing singing abilities.
362,The Bourne Ultimatum,PG-13,70000000,442824138,2007-08-03,Action,115,8,584584,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
363,The Simpsons Movie,PG-13,75000000,527068851,2007-07-25,Comedy,87,7.3,296295,"After Homer accidentally pollutes the towns water supply, Springfield is encased in a gigantic dome by the EPA and the family are declared fugitives."
364,Enchanted,PG,85000000,340487652,2007-11-20,Family,107,7,167752,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer."
365,American Gangster,R,100000000,266465037,2007-11-02,Crime,157,7.8,372553,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
366,Live Free or Die Hard,PG-13,110000000,383531464,2007-06-20,Thriller,128,7.1,375083,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.
367,Fantastic 4: Rise of the Silver Surfer,PG,130000000,289047763,2007-06-13,Action,92,5.6,241962,The Fantastic Four learn that they arent the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.
368,National Treasure: Book of Secrets,PG,130000000,457363168,2007-12-13,Mystery,124,6.5,208233,Benjamin Gates must follow a clue left in John Wilkes Booths diary to prove his ancestors innocence in the assassination of Abraham Lincoln.
369,Rush Hour 3,PG-13,140000000,258022233,2007-08-08,Comedy,91,6.2,144312,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads secret leaders."
370,Ratatouille,G,150000000,623722818,2007-06-22,Animation,111,8,594171,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.
371,Transformers,PG-13,150000000,709709780,2007-06-27,Action,144,7,575579,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
372,Harry Potter and the Order of the Phoenix,PG-13,150000000,938212738,2007-06-28,Fantasy,138,7.5,465046,"With their warning about Lord Voldemorts return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts."
373,I Am Legend,PG-13,150000000,585349010,2007-12-14,Drama,101,7.2,645359,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure."
374,Shrek the Third,PG,160000000,798958165,2007-05-17,Animation,93,6,261818,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup detat by the jilted Prince Charming."
375,Spider-Man 3,PG-13,258000000,890871626,2007-05-01,Action,139,6.2,470900,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge."
376,Pirates of the Caribbean: At World's End,PG-13,300000000,961000000,2007-05-19,Adventure,169,7.1,565402,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle."
377,Slumdog Millionaire,R,15000000,377910544,2008-05-12,Drama,120,8,758215,A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of Who Wants to be a Millionaire?
378,Gran Torino,R,33000000,269958228,2008-12-09,Drama,116,8.1,681249,"Disgruntled Korean War veteran Walt Kowalski (Clint Eastwood) sets out to reform his neighbor, Thao Lor (Bee Vang), a Hmong teenager who tried to steal Kowalskis prized possession: a 1972 Gran Torino."
379,Twilight,PG-13,37000000,392616625,2008-11-20,Romance,122,5.2,400765,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret."
380,Mamma Mia!,PG-13,52000000,609841637,2008-07-03,Romance,108,6.4,198801,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.
381,Marley and Me,PG,60000000,247800000,2008-12-25,Drama,115,4.7,252223,
382,Sex and the City,R,65000000,415252786,2008-05-12,Drama,145,5.6,111683,A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.
383,Wanted,R,75000000,258270008,2008-06-19,Crime,110,6.7,345360,A frustrated office worker learns that he is the son of a professional assassin and that he shares his fathers superhuman killing abilities.
384,Get Smart,PG-13,80000000,230685453,2008-06-19,Comedy,110,6.5,192963,"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS."
385,Horton Hears a Who!,G,85000000,297138014,2008-03-03,Animation,88,6.8,123219,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.
386,Kung Fu Panda,PG,130000000,631744560,2008-06-04,Animation,90,7.5,390478,"The Dragon Warrior has to clash against the savage Tai Lung as Chinas fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts."
387,Iron Man,PG-13,140000000,585174222,2008-04-30,Action,126,7.9,885440,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
388,The Incredible Hulk,PG-13,150000000,163712074,2008-06-12,Action,114,6.7,410953,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper."
389,Hancock,PG-13,150000000,624029371,2008-07-01,Fantasy,92,6.4,420160,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.
390,Madagascar: Escape 2 Africa,PG,150000000,603900354,2008-10-30,Animation,89,6.6,189290,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride."
391,The Curious Case of Benjamin Button,PG-13,150000000,333932083,2008-11-24,Mystery,166,7.8,549809,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences."
392,WALL-E,G,180000000,533300000,2008-06-23,Animation,97,7.6,429384,
393,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,185000000,786636033,2008-05-21,Adventure,122,6.1,400210,"In 1957, archaeologist and adventurer Dr. Henry Indiana Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls."
394,The Dark Knight,PG-13,185000000,1004558444,2008-07-16,Action,152,9,2127228,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice."
395,Quantum of Solace,PG-13,200000000,586090727,2008-10-30,Action,106,6.6,382597,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a countrys most valuable resource.
396,The Chronicles of Narnia: Prince Caspian,PG,225000000,419651413,2008-05-15,Fantasy,150,6.5,182624,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the lands throne, Prince Caspian."
397,Taken,PG-13,25000000,226800000,2009-01-30,Thriller,90,7.6,473121,
398,Paul Blart: Mall Cop,PG,26000000,183293131,2009-01-15,Comedy,91,5.2,97379,"When a shopping mall is taken over by a gang of organized crooks, its up to a mild-mannered security guard to save the day."
399,The Blind Side,R,29000000,309208309,2009-11-20,Drama,129,7.6,272556,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
400,The Hangover,R,35000000,459270619,2009-06-05,Comedy,100,7.7,681246,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding."
401,The Proposal,PG-13,40000000,317375031,2009-06-01,Romance,108,6.7,277605,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.
402,The Twilight Saga: New Moon,PG-13,50000000,709827462,2009-03-15,Romance,130,4.7,252223,"Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black."
403,Alvin and the Chipmunks: The Squeakquel,PG,75000000,443140005,2009-12-21,Family,88,4.5,40285,"The world famous singing pre-teen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes."
404,Fast and Furious,PG-13,85000000,363200000,2009-04-03,Thriller,107,8.8,1888105,
405,Ice Age: Dawn of the Dinosaurs,PG,90000000,886686817,2009-06-29,Animation,94,6.9,208859,"When Sids attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him."
406,Sherlock Holmes,PG-13,90000000,524028679,2009-12-23,Mystery,128,7.6,556227,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.
407,X-Men Origins: Wolverine,PG-13,150000000,373062864,2009-04-28,Action,107,6.6,445334,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine."
408,Star Trek,PG-13,150000000,385680446,2009-05-06,Science Fiction,127,7.9,561041,The brash James T. Kirk tries to live up to his fathers legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.
409,Night at the Museum: Battle of the Smithsonian,PG,150000000,413106170,2009-05-20,Family,105,6,164438,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake."
410,Transformers: Revenge of the Fallen,PG-13,150000000,836297228,2009-06-19,Action,150,6,369460,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers war."
411,Monsters vs Aliens,PG,175000000,381509870,2009-03-19,Animation,94,7.7,374981,
412,Up,PG,175000000,735099082,2009-05-13,Animation,96,8.2,867393,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway."
413,G.I. Joe: The Rise of Cobra,PG-13,175000000,302469017,2009-08-04,Action,118,5.8,192848,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer."
414,2012,PG-13,200000000,769653595,2009-10-10,Adventure,158,4.3,28949,
415,Avatar,PG-13,237000000,2787965087,2009-12-10,Adventure,162,7.8,1064378,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.
416,Harry Potter and the Half-Blood Prince,PG,250000000,933959197,2009-07-07,Fantasy,153,7.6,429384,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as the property of the Half-Blood Prince and begins to learn more about Lord Voldemorts dark past."
417,The King's Speech,R,15000000,414211549,2010-09-06,Drama,118,8,603556,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
418,True Grit,PG-13,38000000,252276927,2010-12-22,Western,110,7.6,289841,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her fathers murderer.
419,The Karate Kid,PG,40000000,357852395,2010-06-10,Action,140,6.2,149538,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master."
420,The Twilight Saga: Eclipse,PG-13,68000000,698491347,2010-06-23,Romance,124,5,215110,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob."
421,Despicable Me,PG,69000000,543513985,2010-07-08,Animation,95,7.6,473121,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
422,Shutter Island,R,80000000,294804195,2010-02-18,Drama,138,8.1,1033626,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane."
423,Grown Ups,PG-13,80000000,271430189,2010-06-24,Comedy,102,5.9,214850,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend."
424,Little Fockers,PG-13,100000000,310650585,2010-12-21,Comedy,98,5.5,100845,"Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker, have what it takes?"
425,Clash of the Titans,PG-13,125000000,493200000,2010-04-02,Thriller,108,5.8,260054,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth."
426,Megamind,PG,130000000,321887208,2010-10-28,Animation,95,7.2,212563,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life."
427,The Last Airbender,PG,150000000,318502923,2010-06-30,Adventure,103,4.1,139750,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom."
428,Inception,PG-13,160000000,825532764,2010-07-14,Action,148,8.8,1888105,A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.
429,How to Train Your Dragon,PG,165000000,494878759,2010-03-05,Animation,98,8.1,624128,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
430,Shrek Forever After,PG,165000000,752600867,2010-05-16,Animation,93,6.3,171513,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.
431,Tron Legacy,PG,170000000,400000000,2010-12-17,Science Fiction,125,6.9,545814,
432,Alice in Wonderland,PG,200000000,1025491110,2010-03-03,Fantasy,108,6.4,364339,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queens reign of terror."
433,Iron Man 2,PG-13,200000000,623933331,2010-04-28,Action,124,7,675501,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his fathers legacy."
434,Toy Story 3,G,200000000,1066969703,2010-06-16,Animation,103,8.3,705408,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and its up to Woody to convince the other toys that they werent abandoned and to return home."
435,Harry Potter and the Deathly Hallows: Part 1,PG-13,250000000,954305868,2010-10-17,Fantasy,146,7.7,436403,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
436,Tangled,PG,260000000,591794936,2010-11-24,Animation,100,7.7,374981,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
437,The Help,PG-13,25000000,124272124,2011-08-09,Drama,146,8.1,399843,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids point of view on the white families for which they work, and the hardships they go through on a daily basis."
438,Bridesmaids,R,32500000,288383523,2011-04-28,Comedy,125,6.8,253501,"Competition between the maid of honor and a bridesmaid, over who is the brides best friend, threatens to upend the life of an out-of-work pastry chef."
439,Alvin and the Chipmunks: Chipwrecked,G,75000000,342695435,2011-12-14,Family,87,4.3,28949,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems."
